UI_VR_RECENTRE	{Recentre VR View}
EXP_NPC_RES_WORD_SAY_TECH_POS_2	{%NAME% seems inspired by my choice of word. They glance over my exosuit, then offer me an upgrade to assist my journey.}
EXP_NPC_RES_WORD_SAY_THRT_NEG_1	{%NAME% seems fearful, unsettled by the language I have chosen. They respond aggressively, jolting my suit with a light electric shock.}
EXP_NPC_RES_WORD_SAY_THRT_NEG_2	{%NAME% regards me coldly. I sense the judgement of many Korvax entities staring out through their visor.}
EXP_NPC_RES_WORD_SAY_THRT_NEU_1	{%NAME% stares at me unflinchingly, their synthetic face unreadable.}
EXP_NPC_RES_WORD_SAY_THRT_POS_1	{%NAME%'s visor flashes in alarm. They offer me units in an effort to silence me.}
EXP_NPC_RES_WORD_SAY_TRAD_NEG_1	{%NAME% seems disappointed by my choice of word, their processes diverting elsewhere.}
EXP_NPC_RES_WORD_SAY_TRAD_NEU_1	{%NAME% seems bored by this subject.}
EXP_NPC_RES_WORD_SAY_TRAD_POS_1	{%NAME% interprets my language as a polite request, and gives me a gift to assist my journey.}
EXP_CLOSURE_VPOSITIVE_1	{%NAME%'s carapace whirs audibly as I approach them - a physical manifestation of Korvax emotion. They are infinitely pleased to see me.}
EXP_CLOSURE_VPOSITIVE_2	{%NAME%, in a rare show of Korvax humility, inclines their head in respect.}
EXP_CLOSURE_VPOSITIVE_3	{%NAME% sings out in sweet, satisfied tones. They rejoice at my presence.}
EXP_CLOSURE_VPOSITIVE_4	{%NAME% has committed my identity to memory, our last conversation permanently recorded. They are delighted to greet me.}
EXP_CLOSURE_VPOSITIVE_5	{%NAME%, honouring our previous interaction, greets me almost as an equal.}
EXP_CLOSURE_POSITIVE_1	{%NAME% has no more words to exchange, but a happy pattern blinks upon their visor, an acknowledgement of our last conversation.}
EXP_CLOSURE_POSITIVE_2	{%NAME%, uncertain of the greeting traditions of my species, but pleased to see me, performs an awkward little bow.}
EXP_CLOSURE_POSITIVE_3	{%NAME% beeps affectionately, pleased to re-meet their favourite organic entity.}
EXP_CLOSURE_POSITIVE_4	{A welcoming pattern appears on %NAME%'s visor. They are more than willing to spare a few cycles to say hello.}
EXP_CLOSURE_POSITIVE_5	{%NAME% pauses to shake my hand in greeting before returning to their own business.}
EXP_CLOSURE_NEUTRAL_1	{%NAME% appears to face me, but their consciousness seems elsewhere, occupied with some task for the Convergence.}
EXP_CLOSURE_NEUTRAL_2	{%NAME%'s visor gives no sign that they are aware of me, their digital face impassive.}
EXP_CLOSURE_NEUTRAL_3	{%NAME% performs a perfunctory greeting, but says nothing more.}
EXP_CLOSURE_NEUTRAL_4	{%NAME% performs a rapid scan, then dismisses me. They have no further utility for me.}
EXP_CLOSURE_NEUTRAL_5	{%NAME% acknowledges me with a single, polite beep, but has nothing more to say.}
EXP_CLOSURE_NEGATIVE_1	{%NAME% exudes an aura of disapproval. They have no more time to waste on me.}
EXP_CLOSURE_NEGATIVE_2	{%NAME% is cold, silent, and intimidating. They do not wish to interact further.}
EXP_CLOSURE_NEGATIVE_3	{%NAME% shakes their head, refusing to spend further cycles engaging with me.}
EXP_CLOSURE_NEGATIVE_4	{%NAME% emits a low warning tone. Our last conversation has left them less than approachable.}
EXP_CLOSURE_NEGATIVE_5	{%NAME% flashes with hostility. Our last encounter is written into their memory, and cannot be revoked.}
EXP_CLOSURE_VNEGATIVE_1	{<MOOD>Dead<>%NAME% shuts down entirely as I approach, utterly rejecting any attempt to engage them.}
EXP_CLOSURE_VNEGATIVE_2	{Though I cannot hear a tone, an uncomfortable pressure builds in my ears as I near %NAME%. I should leave their proximity, else risk physical damage.}
EXP_CLOSURE_VNEGATIVE_3	{The fury of multiple entities burns out from %NAME%'s facial lighting. Our previous encounter will not soon be forgotten.}
EXP_CLOSURE_VNEGATIVE_4	{%NAME%'s rage feels organic and uncontrolled. Their shell rattles with displeasure at seeing me.}
EXP_CLOSURE_VNEGATIVE_5	{%NAME% looks for a moment as though they might crush me with a single metallic blow. They blare at me to leave.}
EXP_CRASHSITE_WAIT	{%NAME% is lost in their own internal processes. Their speech interface is suspended as they await data regarding their ship.}
EXP_SCAVENGER_WAIT	{%NAME% seems almost oblivious to my presence, their senses tuned elsewhere. Perhaps I should investigate the damaged machinery they pointed out.}
DNT_EXP_CRASHSITE_LANG_1	{Eheu, Traveller! Dangerous pirates occupy system. Value advanced Korvax internals. Attacked. Ship broken. Stranded. Afraid.}
EXP_CRASHSITE_DESC_1	{This Korvax seems shaken, looking fearfully about themselves. They clutch protectively at their own body with trembling silicon hands, though I can see no signs of damage on the metal carapace.
The hull of their ship, however, bears the unmistakable charring of plasma fire. Working through our communication barrier, I gather that this Korvax dares not leave this planet surface while whatever threatens them still orbits out there...}
EXP_CRASHSITE_OPT_A_1	{Offer assistance}
EXP_CRASHSITE_OPT_B_1	{Leave}
EXP_CRASHSITE_RES_A_1	{The Korvax's facial lighting beams with relief and gratitude as they parse my offer of assistance. They hastily transmit the malicious vessel's ID signature and last known location...}
EXP_CRASHSITE_RES_B_1	{Sensing my reluctance to help, the Korvax turns their fearful gaze back towards the skies, as though watching for pursuers.}
EXP_CRASHSITE_RET_DESC_1	{%NAME% scans me nervously, still alert to the threat of attack. They await news of my space conflict.}
DNT_EXP_CRASHSITE_LANG_2	{Friend starship disconnected! Eheu! Eheu! Please find heartbeat, ship entity... persist...}
EXP_CRASHSITE_DESC_2	{The Korvax appears to be grieving the loss of a valued ship. Though the entity faces me, their awareness seems elsewhere. Instead, they appear to address the ship itself, muttering unintelligibly in rapid electronic tones.}
EXP_CRASHSITE_OPT_A_2	{Offer to investigate}
EXP_CRASHSITE_RES_A_2	{%NAME% suddenly focuses on me, panicked. They indicate that the ship is theirs alone, and that physical interference would not be welcomed.}
EXP_CRASHSITE_SHIP_DESC_2	{On closer inspection, I notice several design similarities between the hull of the ship and the carapace of the nearby electronic lifeform. I wonder what the significance of the vessel is.
The starship's failure can be narrowed down to a fault in the electrical insulation.}
EXP_CRASHSITE_SHIP_OPT_A_2	{Repair ship}
EXP_CRASHSITE_SHIP_RES_A_2	{I patch the breach in the ship's insulation, repairing a critical circuit that had shorted. The sparking ceases immediately.}
EXP_CRASHSITE_SHIP_OPT_B_2	{Leave it alone}
EXP_CRASHSITE_SHIP_RES_B_2	{I mentally note down the location of the insulation breach. Perhaps <STELLAR>this information<> will be revelatory to the Korvax.}
EXP_CRASHSITE_RET_DESC_A_2	{The Korvax continues to buzz and mumble. They may prove more communicative if I can help resolve their ship's malfunction, though they seem reluctant to allow me to repair it directly.}
EXP_CRASHSITE_RET_OPT_A_2	{Offer repair resources}
EXP_CRASHSITE_RET_RES_A_2	{%NAME% focuses in on me again, flashing happily. They accept the resources, and calculate an appropriate reward.
I am forgotten, and they begin chittering towards their ship in a more buoyant tone. Listening closely, I am able to glean some new language skills.}
EXP_CRASHSITE_RET_DESC_B_2	{%NAME% seems conflicted. They are overjoyed to see their ship restored to health, but distressed by my physical interference.
They calculate an appropriate reward, then dismiss me. They now wish to spend some quality time with their vessel.}
EXP_CRASHSITE_DONE_2	{%NAME% and their starship seem to share a unique bond. The Korvax is currently making up for lost time, addressing the vessel in soft tones, and pay no attention to anything else.}
DNT_EXP_CRASHSITE_LANG_3	{Traveller! Ship is volatile, dangerous! Electronic lifeform cannot approach.}
EXP_CRASHSITE_DESC_3	{This Korvax - presumably the pilot of the nearby starship - observes their vessel from a wary distance. They oscillate awkwardly, apparently conflicted between a desire to approach the ship, and fear for their safety.}
EXP_CRASHSITE_OPT_A_3	{Offer to investigate}
EXP_CRASHSITE_RES_A_3	{A soft alarm sounds from %NAME%, but they give their nervous approval.}
EXP_CRASHSITE_SHIP_DESC_3	{The ship's hull appears intact, but it is evident that something is very wrong. The vessel rattles ominously, and an unhealthy clicking sound echoes around the launch thrusters.}
EXP_CRASHSITE_SHIP_OPT_A_3	{Repair ship}
EXP_CRASHSITE_SHIP_RES_A_3	{I locate the source of the clicking sound, and gingerly reach into a repair hatch to attend to the volatile component.
I am momentarily blinded by a discharge of light and heat. Pain flashes throughout my body: excruciating for a moment, and then abruptly gone.
The explosion does not seem to have done any permanent damage, and the ship is now repaired.}
EXP_CRASHSITE_RET_DESC_3	{%NAME% seems thankful to see me alive. The blast that merely singed me would no doubt have proven fatal to their electronic shell. They thank me, deftly repairing the damage to my suit before setting off.}
DNT_EXP_CRASHSITE_LANG_4	{Greetings, Unknown Entity! Difficult situation. Korvax carapace drained too much charge. Ship power depleted. Now...}
EXP_CRASHSITE_DESC_4	{The Korvax gestures despondently towards their ruined ship. The crumpled hull appears to have resulted from crash landing, not weapon fire. From a distance, it is impossible to determine the state of the internal components.}
EXP_CRASHSITE_OPT_A_4	{Offer to investigate}
EXP_CRASHSITE_RES_A_4	{As %NAME% gratefully accepts my offer, I notice a small silicon hatch hanging open on their side, close to their armpit. They notice where I am looking, and hurriedly snap the hatch closed.}
EXP_CRASHSITE_SHIP_DESC_4	{I can detect no physical damage to any of the components. However, trailing from the ship's cockpit are several cables that look suspiciously similar to the Korvax charging wires found at space stations.}
EXP_CRASHSITE_SHIP_OPT_A_4	{Refuel ship}
EXP_CRASHSITE_SHIP_OPT_B_4	{Transfer power from Exosuit}
EXP_CRASHSITE_SHIP_RES_A_4	{All the engines and drives are fully fueled. It is the ship's electronics that seem to have failed...}
EXP_CRASHSITE_SHIP_RES_B_4	{Struck by an idea, I carefully peel back the insulation from one of the trailing cables, and wire it into my Exosuit's life support system. There is a moment of tense silence.
Suddenly, a loud, demanding beep sounds, and the dashboard display lights up. The ship's electronic subsystems have been restored to activity.}
EXP_CRASHSITE_RET_DESC_4	{The electronic lifeform thanks me profusely. They reward me generously for my help, throwing in a little extra for my discretion in this matter.}
DNT_EXP_CRASHSITE_LANG_5	{Unknown lifeform! A request: create new message signal? Ignore starship. Unknown lifeform lacks required technology knowledge for starship repair.}
EXP_CRASHSITE_DESC_5	{A broken starship sparks nearby, but the Korvax gently draws my attention to their datapad instead. They run me through a series of very simple glyphs, frequently monitoring my expression to see if I've understood.
I learn that the damaged ship technology is confidential to the Korvax Convergence. I don't possess the materials or the knowledge to repair it.
However, %NAME% would offer compensation in exchange for pinpointing their shell's physical location. The construction of a <TECHNOLOGY>Communications Station<> would provide the broadcast they need.}
EXP_CRASHSITE_OPT_A_5	{Agree to help}
EXP_CRASHSITE_RES_A_5	{%NAME%'s visor warms with approval. They seem undaunted by their predicament, but glad to have assistance. I wonder how long they have waited here.}
EXP_CRASHSITE_WAIT_5	{%NAME% barely acknowledges me. They appear to be attending to other matters while waiting for the requested <TECHNOLOGY>Communications Station<> to be constructed.}
EXP_CRASHSITE_RET_DESC_5	{%NAME% reviews the phrasing of my message with interest. They nod with satisfaction, and produce a gift in return for my service to the Convergence.}
EXP_CRASHSITE_DONE_5	{%NAME% is focused inwardly, their neural network engaged in private conversation. They politely acknowledge my presence, but have nothing more to say to me.}
DNT_EXP_CRASHSITE_LANG_6	{Traveller lifeform! Greetings! Greetings! }
EXP_CRASHSITE_DESC_6	{The Korvax hails me excitedly. I assume the nearby wreckage was, until recently, their personal starship. However, they seem remarkably unfazed by the crash, waving their hand dismissively when I gesture towards it.
Instead, they enthusiastically point to their datapad. Multiple files cycle across the display, dense with dates and star charts, with specific planets and events highlighted. Repeated throughout is the image of an artifact.}
EXP_CRASHSITE_OPT_A_6	{Ask about star charts}
EXP_CRASHSITE_OPT_B_6	{Ask about artifact}
EXP_CRASHSITE_RES_A_6	{%NAME% gestures to the landscape around us, and emphatically taps one of the highlighted planets. Evidently they are on course for their journey, even if their ship is temporarily out of action.}
EXP_CRASHSITE_RES_B_6	{%NAME% seems impressed by my interest. They bring up a render of a modern Convergence Cube. The similarity to the artifact is unmistakable. It must be an ancient prototype of this now-essential Korvax device.}
EXP_CRASHSITE_RET_DESC_6	{The Korvax looks at me inquisitively, as though assessing something. They bring up one final image: a once-imposing building, ruined and half buried in the earth. They seem to be <STELLAR>asking for my assistance<>...}
EXP_CRASHSITE_RET_OPT_A_6	{Request coordinates}
EXP_CRASHSITE_RET_RES_A_6	{Thrilled, %NAME% directs me to the ruin's location. They seem to suggest I can keep whatever I find, once they have extracted the essential data they require to continue their journey.}
EXP_CRASHSITE_WAIT_6	{%NAME% is busy studying their navigational documents. They remind me of the artifact they seek, promising to compensate me for my trouble.}
EXP_CRASHSITE_RET2_DESC_6	{I notice that %NAME% has repaired their ship in my absence. They clasp my hand in both of theirs, their facial lighting beaming. The silicon clinks against my Exosuit.}
